class,tweet_text
1,العناكب هم تجار الازمات  يتاجرون اثناء الازمه وبعدها  تصورو العناكب في الصين  انهم تجار القنعه الواقيه  لا يهمهم لا الوقايه ولا صحه ابناء شعبهم  انهم يبيعون القناع الواقي باضعاف ثمنه  القناع الواحد صالح للاستعمال او اربع ايام فقط  سءال نملك مخطط طوارء الوباء
1,لم يكن في نيتي الحب  لكنك جءت فسحرت عيني     فدق قلبي لك وتنفس عشقك    الحب وباء نسجت لتكون احتواء بين ادم وحواء     الحاء حنيني اليك والباء بدونك لا حياه لقلبي
1,اكيد الولايات المتحده لان اقتصاد الصين فاق الاقتصاد الامريكي بالسنوات الاخيره فضربتهم الولايات بالفيروس عرقله لاقتصادهم وستنتج اللقاح وتبيعه دعما لاقتصادها
1,غسل الملابس بالماء المغلي  تترك في انيه بها بها يغلي لمده لا تقل عن نصف ساعه  وتعقم اليدين تستخرج تلك الملابس
1,نوول کورونا واءرس    احتیاطی تدابیر
1,بخصوص فايروس ووهان الوضع يخوف لذي الدرجه ولا الحسابات مكبره الموضوع
1,الحمدلله خبر جميل     الله يمن علي الناس بالدواء والصحه والسلامه كل وباء
1,امريكا تدرس تعليق الرحلات الجويه القادمه الصين
1,الصين سوف تبني مستشفي جديد في ايام المرض الجديد  سبق عملت مستشفي فندق بنفس تقريبا المده  لا يوجد مستحيل ادا توفرت معادله النجاح
1,الصين انتشر وباء اتوقع سلمان وابنه سوف يرسلون المال والغذاء والدواء وتستنفر الجهات الحكوميه نسمع خطب في المساجد ومكه والمدينه بالدعاء ليس للمسلمين بل لشعب الصين ببساطه لانهم يحاربون التنظيم الاسلامي اقصد يحاربون مسلم
1,په امریکا کې کورونا وایرس درېیمه پېښه وموندل شوه
1,كيف ينتشر فيروس الصين الغامض
1,لابد الحكومه القيام بواجبها تجاه فيروس كرونا القادم الصين
1,يخوك هاذي كمامات ولا وط صحيه
1,امريكا تحاصر الصين وتعلن حربها البيولوجيه
1,حذف_امازون_وسوق_كوم ايوا احذفوهم يجيبون بضايع الصين ملوثه بالفيروس
1,نصيحه مساءيه     لما تدخل علي مراتك وتيجي تاخد منك الموبيل اعطس وقول ملعون ابو الصين وابو الناس اللي شفتهم النهارده الصين
1,اختي تقولي حطيت لك كمامه البسيها بكره وجتني مشاعر حب يابنات اختي ولا مين
1,الخبر جاء باللحضه خايفه عليه وادور عن موقعه بالصين واذا بعيد عن ووهان  يربي منه لمتي يهمل نفسه
1,سوري يكشف طبيعه الحياه في مدينه ووهان الصينيه   وعدم وضع الكمامه جريمه
1,لابس كمامات اخذت احياطي
1,ايواه اشك كا لان الصين بتكون اقوي اقتصاد واقوي امريكا احس ان امريكا طورت الفايروس وخلته قاتلواقوي واطلقنه فالصين عشان تسقط اقتصادها
1,الله المستعان الله يكون بعونهم وبعون اهاليهم      نزلت ستوريات واجد عن الفايروس وللاسف اغلب متابعيني كانو يقولون تبالغ ومو ماخذين جديه بالموضوع مع ان الارقام مرعبه جدا ومتاكد الصين نفسها متكتمه عن الارقام الحقيقيه
1,علشان الفيروس منتشر في الصين     يبقي افتش علي المطاعم الصينيه    وعجبي
1,بفصل شويه في موضوع اجتماع منظمه الصحه العالميه  طبعا حيجتمعوا اجتماع وممكن يقررو ما كان انتشار فيروس ووهان يشكل  حاله طوارء للصحه العامه تثير قلقا دوليا  ام لا
1,تعقيم طبيعي العيون
1,اتفقنا علي نيزك يشباب وباء لا
1,شجاعه منك يادكتور لان اغلب الدكاتره افتوا بعدم انتقال الفايروس عن طريق البضاعه القادمه الصين وانها مجرد  وسوسه  مع ان الصينيين انفسهم لايعرفوا ماهيه انتقاله وكيف ممكن منع انتشاره غير الحجر
1,كورونو فيروس متطلبيش حاجه الصين متقربيش منهم لا يكون حد معدي منهم
1,فوبيا ال  كرونا تجتاح  الصين وهذه محاولاتهم للاحتماء
1,ان شاء الله منتصرين علي الظلم وعلي الطالمين ربنا هيكرمنا عشان خاطر الابرياء اللي في السجون عشان كلمه حق واكبر دليل ان ربنا معانا وباء الصين بعد تعذيب المسلمين هناك ربنا ما بحبش الظلم وعادل والشعب السيسي ظلم شعب كامل ربنا هينصرنا ان شاء الله موفقين  ثوره_الغضب_25
1,شركه الوان  كمامه طبيه التجهيز جمله فقط مباشر المعمل
1,2020 مو جالسه تمزح داخله بكل عنجهيه  حرب  حريق  وباء  وللحين ماخلص جانوري
1,الصين ضيقت علي المسلمين ونكلت والان ابتلاهم الله بفيروس عزلهم عن العالم  صفقه_القرن سيظن الاسراءيليين ان الارض صفت وباذن الله سيريهم الله قوته
1,استلمت شحناتي الصين وامي منهاره ماتبيهم يدخلون البيت
1,فاوجب الله تعالي غسل اليدين المرفق الاعضاء يجب غسلها في الوضوء جاءت مبينه في قوله تعالي ايها امنوا قمتم الصلاه فاغسلوا وجوهكم وايديكم المرافق وامسحوا برءوسكم وارجلكم الكعبين
1,اخرین اخبار کرونا تردد غیرضروری خودروها در ووهان چین از فردا ممنوع میشود  افزایش شهرهای شامل قانون منع ورود خروج به ۱۸شهر ۵۶میلیون نفر در استان هوبی  اعلام وضع فوق العاده از سوی دولت هنك کنك  درخواست هنك کنكی از دولت برای بستن مرز با چین  ثبت اولین موارد الودكی در مالزی
1,طيب انتم في عهدكم حتي اصحاب العربيات يدفعوا ضريبه يعني لو كملتوها عشر بتركبوا  للناس كمامات ممنوع يشموا هواء الا بزلط تعيبوا الناس وانتم اسرق وافجر منهم
1,عبدالمجيد تبون يامر باجلاء 36 جزاءريا  ووهان  الصينيه
1,السلطات الصينيه تعزل مدينه ووهان ذات الاحد عشر مليون نسمه بشكل كامل ابتداء الخميس منعا لتفشي مرض كورولا الجديد ويبدو في الفيديو اكتظاظ المطار بالالاف يرغبون في مغادره المدينه قبل سريان الحجر
1,لازم تمنع الرحلات الصين الله يكفيني الشر
1,بعض خطوط الطيران اوقفت الرحلات للصين 1  البريطانيه  2  لوفتهانزا الالمانيه 3  الاندونيسيه  4  هونغ كونغ تخفض الرحلات للنصف  الصين
1,وين جابت كمامه الغاز وين بينباعوا بلبنان
1,يجب منع كل ياتي الصين الدخول للبلاد
1,تفشي القمع وحريه التعبير حقوقيون يطلقون 2020 مغرب بدون اعتقال سياسي ولا معتقلي راي  Algerie
1,معلومات عن فيروس كرونا الجديد الناشء في الصين
1,عايش في ليبيا خايف يوصله فيروس الصين انت غير توصلك تغطيه المدار قبل وبعدها ساهل
1,واليوم قرات انو الصين عندها الدوا يلي ممكن يخفف الفيروس
1,سيتم وضع مدينه ووهان انطلق الفيروس يبلغ عدد سكانها ١٢ مليون نسمه اغلاق جزءي ابتداء الخميس وذلك في محاوله لوقف انتشار الفيروس  احدي الاجراءات تقوم بها الحكومه الصينيه اجل مواطنيها اجل المجتمع الدولي
1,تداعيات وباء الصين علي البشريه
1,انا مش عارفه المفروض اخاف الفيروس المنتشر الصين ولا اخاف نفسك
1,اخيرا تحركت منظمه الصحه العالميه واستجابت للضغوطات  واعلنت ان وباء الصين عالميا والحاله تغيرت متوسط مرتفع
1,ابتزاز الصين اقتصاديا قبل توقيع الاتفاقيه الاقتصاديه مع الولايات المتحده   انهاك الصين اقتصاديا   جمع ملايين الدولارات عن طريق بيع اللقاحات لمختلف الدول  انها الحرب الناعمه
1,یه بابایی از ووهان رفته سیچوان واسه خودش چند روز چرخیده بدون اینکه اطلاع بده به مراکز پزشکی  حالا یهویی تب كرفته علاءم کرونا داره  همساده فهمیدن دارن شیشه هاشو میارن پایین
1,تعقيم ونظافه تايم
1,يابشر الغو الرحلات الصين وش الغباء
1,لعبتي رزدنت ايفل  ها شركه اسمها انبريلا تشتغل علي سلاح بايلوجي تسرب الفايروس في مدينه راكون تبداء اللعبه في الهروب المدينه المنكوبه و نفس الشي حصل في ووهان الحين
1,ليش الفايروس بفرق بين المسلم وغيروه     في في الصين ١٢٠مليون مسلم
1,الصين احرقت المسلمين ولم ينصرهم احد وجاء النصر الله دعوه المظلوم يرفعها الله فوق الغمام ويقول جل في علاه   وعزتي وجلالي لانصرنك ولو بعد  فانتظر وعد الله
1,الله يتلطف بهل الشعب نقطعت الكمامات بكل المحلات وصلو للشركه المصنعه لياخدو  تخيالي لو نص اخد كمامه المليار الباقي شو بيعمل
1,اكتر واحد بيفهم ابو الابيض يلي ورا العرسين شاف الكل حاطط كمامات شالا خلص محتمي ما دام كل يلي حولي محتمي    الفرح شغله بتطلع الروح ومتلا ما الا حدود ما حدا ببقدر يوقفا   الله يهنيون ويتمملون عخير ويحميهون ويحمينا حق
1,انتم وباء ومرض الكره السعوديه ايام التفاحه الفاسده
1,احنا الله مسلط علينا الاحتلال برضو الاحتلال جند جنود الله  اه انسيت انا الاحتلال ابتلاء  الفايرس في الصين عقاب غضب الله كلام حلو طيب لما يصلنا بصير ابتلاء لا بظل عقاب  genetically
1,وباء ريها انتشر بشكل يخوف
1,صباحك صحه  بناء علي المعلومات المتوفره فلا يوجد خطوره انتقال الفيروس عن طريق البضاءع المستورده الصين مع تمنياتنا للجميع بالصحه والعافيه
1,اشوف الحرب تءثر علي النفسيات اكثر  ولكن يا صاحبي سواء التهديد بالحرب ورفع سقف الاخطار المتعلقه بها درجه مبالغ فيها او انتشار فايرس الصين الجديد اللذي لايخلو الشكوك في تصنيعه واختلاقه  في مختبرات طبيه سريه لتخويف العالم لخدمه مصالح الطرفين الامريكي والصيني   المءشر
1,فعلا مقارنه غير محلها الصين شعب كامل ياكلون الحشرات والزواحف واي شي وجهه الارض تقارنها بشخص او شخصين اكلوا ضبع او جربوع وغيره مقارنه فاشله تقارن شعب كامل بحالات فرديه ونسبه قليله جدا جدا
1,قالت الصين ان ضحايا الفيروس 25 فهم 250 شخص  واضح ان الامور خرجت عن نطاق السيطره المره
1,الصين  17 اصابه بالفيروس الجديد
1,المرض ينتشر كالنار في الهشيم في الصين وملايين الصينيين وعشرات المدن العزل الكامل لعلها اصابتهم دعوه امراه مسلمه مسلمي الايغور     تعالي    ساريكم اياتي فلا تستعجلون    صدق الله العظيم
1,ليست قنابل نوويه ولا نيازك السماء شوارع الصين خاليه  مخلوق مخلوقات الله صغير لايري بالعين المجرده ارعب اكبر دول العالم     وما يعلم جنود ربك الا   لمن الملك
1,اهررب لاتطلب البضاعه الصين
1,لاہور  کورونا واءرس کی وجہ سے چینی ایءرلاءنز کی پروازیں 30 جنوری تک بند  DailyJang
1,تو جنوب مشاهده شده  كفتن نه کورونا نیست شباهت داشته ولی از این تکذیب می ترسم
1,حد معاه موبايل صيني ينزل  انتي فيروس  عشان فيه وباء منتشر اليومين دول    الجمعه_٣١_يناير   نازلين_يوم_28
1,ده كلو كوم الناس البتشمت في الصين الفيروس كوم تاني والله
1,لبس الكمامه في الاماكن العامه غسل اليدين جيدا بعد الملامسه للاشخاص الابواب او شي خاصه قبل الاكل عدم لمس العين او الانف او الفم الابتعاد عن اكل اللحوم الاعتماد عالخضروات الفواكه لبس الكمامه لبس الكمامه لبس الكماااااامه
1,الرءيس الصيني شي يعقد اجتماعا للمكتب السياسي حول الحد تفشي الفيروس
1,صباااح السعااااده لقلوبكم ولمن تحبون    ابسط انواع السعاده فنجان قهوه فالقهوهلا تفشي سرا ولا تختلق اعذار ولا تصنع زيفا تمرر الامل برشفه واحده يكفي بوجه واحد    اسعد الله اوقاتكم بكل خير
1,اخوي الصين عدد كبير مسلمين والفايروس ما محدود علي الغير مسلمين بس يصيب كل الافراد الحكومه دمرت المساجد شنو ذنب الشعب
1,هوشه النسويات تمنيت ماتنتشر الالفاظ اغلبها ماتتجرا الاناث لقوله حياءا ودينا فانتشارها عند باقي البنات يوحي بان الامر اهون مما نعتقد وعند الرجال سيرون غالب النساء بمثل تلك البذاءه  الله يعين علي تفشي الرذيله بس
1,الصين كدرت تبني مستشفي بهذه السعه باقل اسبوع واحد  كم مستشفي تبني في العراق خلال عام كامل ٣٦٥ علما ان سعه اكبر مستشفي لدينا ٤٠٠ سرير بناءها عام ١٩٨٦ قبل اليابانيين
1,قاعد اقرا كلام بعض الاغبياء اللي يقولون ان كرونا عقوبه الله الصين افعالهم طيب مخ انت وياه الله راح يعاقب كل الصين افعال حكومتها وللمعلوميه بينهم مسلمين المدن اللي قفلوها كرونا  الشماته مو زينه  بعضهم مدرعم بعضهم بس يسمع ويتكلم الله يرحمنا برحمته بس
1,الله عاقبهم لانهم عذبو المسلمين دينهم لكن الله انتصرلهم واخذ حقهم الصين بما انهم اعتقلوهم وعزلوهم في معسكرات الاعتقال مع التعذيب ربنا خلي الصين بكبرها معتقل ومنطقه محظوره وموبوءه بنفسها تعزل شعبها الحمد لله عافانا مما ابتلي به كثيرا خلقه وفضلنا علي العالمين
1,ولا تزر وازره وزر اخري  وبعدين وباء   ينتشر   وصل عندنا او وصل لافريقيا بيكون تعامل الصين للايغور بعد
1,الفو ساعدوا الالف الصيني اكتبوا التاق يبغون حفلهم هونغ كونغ يتاجل عشان الفايروس المنتشر الصين       
1,عاده الناس علي الزلازل والبراكين تقول عذاب الله  بس انا اكون ضدهم لانه البيءه  ولكن اللي قاعد يصير في الصين فعلا العذاب الله  لانهم حبسوا المسلمين وعذبوهم
1,نستطيع ان نقول انتقام للمسلمين الايغور الملحدين الصين
1,اكيد   شوف في الصين اللي تتسمي مصدر الفيروس وصلت عزلت منطقه كامله 11 مليون   سكرت المحطات والمولات والاماكن اللي تجمعات   وتوه قاعده تبني في سبيطار باش يحضر في اقل شهر
1,بعض لوك کورونا واءرس کی وجہ سے عمرے کے سفر کو بھی خطرہ قرار دے رہے ہیں کیا یہ بات صحیح ہے           محبت_کے_رنك  کامیابی_کا_سفر  اردو  ادب_کا_سفر  عشق_شاعری  رونق_شاعری  محبت_کے_راستے  سوچ_کا_سفر  محبت_مافیا
1,عاجل  الصين تعلن عن ثالث حاله وفاه الفيروس الغامض و140 حاله اصابه جديده  ربنا يستر
1,س١ ما الفيروس يسبب المرض في ووهان  هو احد افراد عاءله الفيروس التاجي لانه المجهر يظهر كتاج ولم يتم مواجهته قبل مثل الفيروسات التاجيه الاخري جاءت الحيوانات او ربما الماكولات البحريه  الفيروسات التاجيه الجديده عاده تنشا في الحيوانات المضيفه وتنتقل للبشر
1,بديت كنخاف عوض المغرب يعلق الرحلات والي الصين عاد دارو خط جديد الدارالبيضاء للعاصمه الصينيه كلشي بالمقلوب في هاذ البلاد
1,ياخي الله علي كثر دول العالم مالقيت الا الصين    لا وتغرد بها بعد    ما كنك داري عن المرض منتشر عندهم ناوي تعدي شعبك يعني ولا وش سالفتك بالضبط
1,في ناس كتير اعرفها مستعده احجزلها تذاكر علي حسابي وتسافر تتفسح في الصين اليومين دول
1,متقلقوش كل الحالات اللي بتتسجل حالات جايه الصين وكلها في الحجر الصحي    طرق الوقايه لو شوفت حد جاي الصين ارفصه برجلك ارميه بعيد
1,يعني وباء وخطير لازم يكون في تجارب علاج بس لهلا ما في شي
1,المفروض تاخذ معاك كمامات ومعقمات     وضعك الاجتماعي ماااش
1,دومین فرد مبتلا به کورونا ویروس در امریکا یک زن شیکاكویی
1,بتتعب يالافي عقول مصمغه عقول تتكلم وتتلذذ بالي يصير بحجه عقاب الله  ويجهل الانسان المغرر به الضعيف اننا نتكلم عن وباء عالمي تاثرت فيه اكثر ١٣ دوله
1,وما ظلمناهم ولكن كانوا انفسهم يظلمون الحمد لله الحمد لله افرحنا بتلك الاخبار اللهم صب عليهم العذاب صبا كما فعلو باخواننا في  تركستان_الشرقيه   الايغور   تركستان_الشرقيه_المحتله   الصين_تقتل_مسلمي_الايغور   الصين_تضطهد_وتقتل_اخواننا   الصين_تقتل_المسلمين   الصين_دوله_ارهابيه
1,اظن اعضاء الزراعه في الصين تعود لمسلمي الايغور  حيث تسرق اعضاءهم ويقتلون وتحرق جثثهم او تدفن بارقام دون اسماء  لذا امل ان يهلكهم الله المرض الجديد ويخرج المسلمين منهم سالمين
1,یادم افتاد کورونا نكرفتم شب با موهای خیس خوابیدم
1,اهل الناصريه ابطال يستحقون الحياه   وباقي المدن يستحقون الموت   يحتاج تلبسين كمامه ونظرات حتي تفشرين براحتك   ليش محرجه
1,چجوری روسیه به اون بزركی هنوز یک نفر هم مبتلا به کورونا نشده  این روسیه همیشه از اولش هم جای عجیب غریبی بود
